row,dam,lat,lng,status,detail,search_radius,raw_ids
839,牧野池,35.15047765,137.00757372,ok,cont-2:id=2361(N3_sns); cont-5:id=1883(H_sad),500,"[2361, 1883]"
840,水主ヶ池,35.051,136.9495278,ok,cont-2:id=2361(N3_sns); cont-5:id=1883(H_sad),500,[1883]
841,小里川,35.3286576,137.30238078,ok,cont-1:id=2036(K22_pim_a),,[2036]
842,竹折防災,35.4411183,137.34371228,ok,cont-1:id=2327(K21_vas_ap),,[2327]
843,定林寺防災,35.38396881,137.19752834,ok,cont-1:id=1655(K22_pam_a),,[1655]
844,日吉防災,35.42153543,137.26155057,ok,cont-1:id=1655(K22_pam_a); cont-2:id=1878(N3_snc),500,"[1878, 1655]"
845,五ヶ村池,35.32947633,137.05032599,ok,cont-1:id=1951(J24-K11_soss_J3),,[1951]
846,椋実防災,35.3739185,137.35113725,ok,cont-1:id=2036(K22_pim_a),,[2036]
847,曽木池,35.29795405,137.25802483,ok,cont-2:id=1878(N3_snc),,[1878]
848,大池,35.27783577,136.98288823,ok,cont-2:id=2361(N3_sns); cont-4:id=1645(Q22_std); cont-5:id=1883(H_sad),500,"[1645, 1883, 2361]"
849,馬ヶ城,35.23120501,137.11727966,ok,cont-1:id=1655(K22_pam_a); cont-2:id=1878(N3_snc),500,"[1655, 1878]"
850,立石池,35.18875857,137.04519821,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
851,逆川防災,35.41737699,137.28912902,ok,cont-1:id=1655(K22_pam_a),,[1655]
852,神徳防災,35.3981853,137.31999062,ok,cont-1:id=2116(P12-J31_soh_J3),,[2116]
853,上平第一溜池,35.40615661,137.37797441,ok,cont-1:id=2327(K21_vas_ap),,[2327]
854,蛇抜溜池,35.38599887,137.30146622,ok,cont-1:id=2116(P12-J31_soh_J3),,[2116]
855,御大典池,35.33680248,137.08717702,ok,cont-2:id=1878(N3_snc),,[1878]
856,兼平防災,35.34268148,137.42858739,ok,cont-1:id=1655(K22_pam_a),,[1655]
857,田沢防災,35.33148344,137.40237769,ok,cont-1:id=1655(K22_pam_a),,[1655]
858,水月新池,35.25270731,137.13165926,ok,cont-2:id=2393(N1_sbs); cont-3:id=1878(N3_snc); cont-5:id=1883(H_sad),500,[1883]
859,大正池,35.36066652,137.01000032,ok,cont-2:id=1878(N3_snc),,[1878]
860,東郷調整池,35.11607794,137.07480445,ok,cont-2:id=2361(N3_sns); cont-5:id=1883(H_sad),500,[1883]
861,水無瀬,35.51210318,137.07658168,ok,cont-1:id=1929(J2-31_soss_J2); cont-5:id=1406(Q32-33_std),500,[1406]
862,姥ヶ洞溜池,35.36730195,137.45492697,ok,cont-1:id=1655(K22_pam_a),,[1655]
863,大洞防災,35.41140136,137.1586454,ok,cont-2:id=2393(N1_sbs),,[2393]
864,平尾1号溜池,35.39625505,136.54061561,ok,cont-1:id=872(J2-31_sx_J2),,[872]
865,平尾2号溜池,35.3941085,136.54065187,ok,cont-1:id=872(J2-31_sx_J2),,[872]
866,秋神,36.06559426,137.39903967,ok,cont-1:id=2331(K22_vas_ap),,[2331]
867,真名田防災溜池,35.44048067,137.12190082,ok,cont-2:id=2393(N1_sbs),,[2393]
868,小沢溜池,35.40823714,137.41974805,ok,cont-1:id=2327(K21_vas_ap),,[2327]
869,東上田,35.94199106,137.25112453,ok,cont-1:id=2313(K22_vas_al); cont-5:id=1883(H_sad),500,[1883]
870,根の上湖,35.44415034,137.49923354,ok,cont-1:id=2327(K21_vas_ap),,[2327]
871,椛の湖溜池,35.58744273,137.4952859,ok,cont-1:id=2331(K22_vas_ap),,[2331]
872,三浦,35.82420913,137.39401223,ok,cont-1:id=2331(K22_vas_ap),,[2331]
873,椛の湖溜池副堤,35.58658168,137.50153173,ok,cont-4:id=852(Q12_vbs_al),,[852]
874,読書,35.65876407,137.61984739,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1883(H_sad),500,"[1655, 1883, 1406, 2036]"
875,常盤,35.83921677,137.62521202,ok,cont-1:id=1951(J24-K11_soss_J3); cont-5:id=1883(H_sad),500,"[1951, 1883]"
876,打上調整池,35.24230254,136.47462928,ok,cont-4:id=2416(Q1-21_sn),,[2416]
877,西村,35.81370391,137.18897454,ok,cont-1:id=2331(K22_vas_ap),,[2331]
878,高根第二,36.02930492,137.46294592,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
879,後山溜池,35.54287921,137.46987777,ok,cont-1:id=1655(K22_pam_a),,[1655]
880,味噌川,35.97685494,137.77011093,ok,cont-1:id=1951(J24-K11_soss_J3),,[1951]
881,伊自良溜池,35.56242486,136.70284589,ok,cont-1:id=2041(C13-J22_soh_J2),,[2041]
882,王滝川,35.8070274,137.45602893,ok,cont-1:id=2331(K22_vas_ap),,[2331]
883,大井,35.48103686,137.39617003,ok,cont-1:id=2327(K21_vas_ap); cont-4:id=1645(Q22_std),500,"[1645, 2327]"
884,前沢,35.43448564,137.1935817,ok,cont-1:id=1655(K22_pam_a); cont-2:id=2393(N1_sbs),500,"[1655, 2393]"
885,長良川河口堰,35.08007301,136.69702201,ok,cont-5:id=2059(H_svd),500,"[2059, 2047]"
886,山口,35.58670107,137.570296,ok,cont-1:id=1655(K22_pam_a),,[1655]
887,落合,35.5214171,137.52526402,ok,cont-1:id=2036(K22_pim_a); cont-2:id=2361(N3_sns); cont-4:id=1645(Q22_std); cont-5:id=1406(Q32-33_std),500,"[2036, 1645, 1406, 2361]"
888,細尾谷,35.54280529,137.13725066,ok,cont-1:id=2041(C13-J22_soh_J2),,[2041]
889,徳山,35.66363874,136.50202872,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
890,坂東溜,35.14826653,136.57567177,ok,cont-2:id=2361(N3_sns),,[2361]
891,小渕防災溜池,35.40067131,137.1189997,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
892,谷山防災溜池,35.43680454,137.13271596,ok,cont-2:id=2393(N1_sbs),,[2393]
893,久々野,36.07387686,137.39115035,ok,cont-1:id=2331(K22_vas_ap),,[2331]
894,飯野溜池,35.41148761,137.47384,ok,cont-2:id=2393(N1_sbs),,[2393]
895,今渡,35.44130531,137.04513949,ok,cont-2:id=1949(N1_vis_al); cont-5:id=1406(Q32-33_std),500,"[1406, 1949]"
896,神岳,35.64619341,136.34826344,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
897,岩屋,35.76094397,137.15770739,ok,cont-1:id=2327(K21_vas_ap),,[2327]
898,笠置,35.45972873,137.29464359,ok,cont-1:id=2327(K21_vas_ap),,[2327]
899,川辺,35.47926802,137.06899728,ok,cont-5:id=1406(Q32-33_std),500,[1406]
900,蜂屋,35.47697475,137.02704395,ok,cont-2:id=1949(N1_vis_al),,[1949]
901,久瀬,35.56161081,136.50191741,ok,cont-1:id=872(J2-31_sx_J2),,[872]
902,洗井沢溜池,35.44925096,137.45742538,ok,cont-1:id=1655(K22_pam_a); cont-2:id=1878(N3_snc); cont-4:id=1645(Q22_std); cont-5:id=1406(Q32-33_std),500,[1406]
903,丸山（元）,35.46900734,137.17203985,ok,cont-1:id=1929(J2-31_soss_J2); cont-2:id=1878(N3_snc); cont-3:id=2393(N1_sbs); cont-5:id=1406(Q32-33_std),500,"[1929, 2041, 1406, 1878, 2393]"
904,高根第一,36.0319438,137.49300161,ok,cont-1:id=2041(C13-J22_soh_J2),,[2041]
905,下原,35.70702429,137.18291626,ok,cont-1:id=2327(K21_vas_ap),,[2327]
906,朝日,36.0765223,137.41213202,ok,cont-1:id=2331(K22_vas_ap),,[2331]
907,牧尾（元）,35.82627999,137.6019489,ok,cont-1:id=1951(J24-K11_soss_J3),,[1951]
908,牧尾（再）,35.82627999,137.6019489,ok,cont-1:id=1951(J24-K11_soss_J3),,[1951]
909,高橋谷,35.47076481,136.48412619,ok,cont-1:id=1393(J2-31_sosma_J2),,[1393]
910,西平,35.51435658,136.53335984,ok,cont-1:id=872(J2-31_sx_J2),,[872]
911,兼山,35.4650833,137.10339639,ok,cont-1:id=1929(J2-31_soss_J2); cont-5:id=1406(Q32-33_std),500,"[1406, 1929, 2041]"
912,伊奈川,35.69127702,137.73901498,ok,cont-1:id=2036(K22_pim_a),,[2036]
913,馬瀬川第二,35.73141616,137.1403066,ok,cont-1:id=2327(K21_vas_ap),,[2327]
914,加子母防災,35.7592589,137.34402236,ok,cont-1:id=2331(K22_vas_ap),,[2331]
915,東野,35.43657326,137.42650357,ok,cont-1:id=2036(K22_pim_a); cont-5:id=1406(Q32-33_std),500,[1406]
916,新溜池,35.49416638,137.46339086,ok,cont-2:id=1878(N3_snc),,[1878]
917,久々野防災,36.02781185,137.21450942,ok,cont-1:id=2331(K22_vas_ap),,[2331]
918,木曾,35.81969413,137.67786244,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1406(Q32-33_std),500,"[1406, 1655, 1951]"
919,松野,35.41469527,137.20183953,ok,cont-1:id=1655(K22_pam_a); cont-2:id=1878(N3_snc),500,"[1878, 1655]"
920,大谷池,35.3574649,136.51383529,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
921,新丸山（再）,35.46894688,137.1720736,ok,cont-1:id=1929(J2-31_soss_J2); cont-2:id=1878(N3_snc); cont-3:id=2393(N1_sbs); cont-5:id=1406(Q32-33_std),500,"[1929, 2041, 1406, 1878, 2393]"
922,阿木川,35.42544422,137.42997273,ok,cont-1:id=2327(K21_vas_ap),,[2327]
923,不破北部防災,35.39821733,136.48915138,ok,cont-1:id=872(J2-31_sx_J2),,[872]
924,上大須,35.73805504,136.66208925,ok,cont-1:id=1909(J1-22_soss_J1),,[1909]
925,阿多岐,35.90394381,136.90294573,ok,cont-1:id=2331(K22_vas_ap),,[2331]
926,三好池,35.09206928,137.08959693,ok,cont-4:id=1645(Q22_std),,[1645]
927,岩村,35.36316518,137.47408825,ok,cont-1:id=1655(K22_pam_a),,[1655]
928,中野方,35.52907601,137.33986424,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1644(Q33-H_sfd),500,[1644]
929,川浦,35.73594125,136.69141398,ok,cont-1:id=2313(K22_vas_al),,[2313]
930,川浦鞍部,35.73417813,136.68292219,ok,cont-1:id=2313(K22_vas_al),,[2313]
931,上飯田調整池,35.48295599,137.08497392,ok,cont-2:id=1949(N1_vis_al),,[1949]
932,大ヶ洞,35.9080524,137.24323268,ok,cont-1:id=2036(K22_pim_a),,[2036]
933,入鹿池（元）,35.33619076,136.99306477,ok,cont-1:id=905(J24-K11_sx_J3),,[905]
934,入鹿池（再）,35.33619076,136.99306477,ok,cont-1:id=905(J24-K11_sx_J3),,[905]
935,内ヶ谷,35.78909542,136.85590693,ok,cont-1:id=1909(J1-22_soss_J1),,[1909]
936,横山（元）,35.59289005,136.45518345,ok,cont-1:id=872(J2-31_sx_J2),,[872]
937,横山（再）,35.59289005,136.45518345,ok,cont-1:id=872(J2-31_sx_J2),,[872]
938,藤古川,35.36301282,136.45278388,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
939,佐布里,34.96326571,136.88833854,ok,cont-2:id=2361(N3_sns),,[2361]
940,木曽川大堰,35.25236713,136.68913137,ok,cont-5:id=2059(H_svd),500,"[2059, 1883]"
941,上平溜,35.16185067,136.53558156,ok,cont-4:id=2416(Q1-21_sn),,[2416]
942,中里,35.22049079,136.48175063,ok,cont-4:id=2416(Q1-21_sn),500,[2416]
943,宮川調整池,35.08429969,136.49563583,ok,cont-4:id=1405(Q31_std),,[1405]
944,菰野調整池,35.00167668,136.49140894,ok,cont-4:id=2416(Q1-21_sn),,[2416]
945,加佐登調整池,34.89760004,136.52526951,ok,cont-2:id=2361(N3_sns); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
946,猿田,38.27605343,139.71355022,ok,cont-1:id=2348(Pg4_vas_ap),,[2348]
947,奥三面,38.26309878,139.70417819,ok,cont-1:id=2348(Pg4_vas_ap),,[2348]
948,三面,38.24217473,139.63526427,ok,cont-1:id=1655(K22_pam_a),500,"[1655, 664]"
949,鷹の巣,38.07313831,139.60761865,ok,cont-1:id=1655(K22_pam_a),,[1655]
950,赤芝,38.06376689,139.69182601,ok,cont-1:id=1993(K21_pim_a),,[1993]
951,大石,38.03105293,139.56690317,ok,cont-1:id=1655(K22_pam_a),,[1655]
952,岩船,38.07708611,139.64010648,ok,cont-1:id=1655(K22_pam_a),,[1655]
953,奥胎内,37.91911275,139.5499678,ok,cont-1:id=664(J24-K11_som_J3),500,"[664, 2116]"
954,胎内川,37.96082478,139.53689723,ok,cont-1:id=664(J24-K11_som_J3),500,[664]
955,胎内第1,37.92905478,139.53708741,ok,cont-1:id=664(J24-K11_som_J3),500,[664]
956,胎内第2,38.00605856,139.51225708,ok,cont-1:id=664(J24-K11_som_J3),,[664]
957,加治川治水,37.81521207,139.49213409,ok,cont-1:id=1624(K21_pam_a),,[1624]
958,加治川,37.84040713,139.56107656,ok,cont-1:id=2060(Pg1_pim_a),500,"[2060, 1624]"
959,飯豊川第1（元）,37.81759589,139.46703847,ok,cont-1:id=1624(K21_pam_a),,[1624]
960,飯豊川第1（再）,37.81759589,139.46703847,ok,cont-1:id=1624(K21_pam_a),,[1624]
961,内の倉,37.85028151,139.42434105,ok,cont-2:id=2005(N1_vas_ai),,[2005]
962,大町,36.51444357,137.78194877,ok,cont-1:id=1663(Pg1_pam_a); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
963,沢山池,36.32789778,138.16925009,ok,cont-2:id=1949(N1_vis_al),,[1949]
964,奥裾花,36.72459268,137.96694034,ok,cont-2:id=1364(N3_som),,[1364]
965,印内耕地整理池,36.28676248,138.36476354,ok,cont-4:id=2415(Q1-21_sb),,[2415]
966,中道沢堤,37.15182226,138.71848346,ok,cont-4:id=2416(Q1-21_sn),,[2416]
967,入の沢,37.1521196,138.7032142,ok,cont-4:id=2415(Q1-21_sb),,[2415]
968,古谷,36.12433868,138.59389136,ok,cont-1:id=1558(K12_soc),,[1558]
969,表沢堤,37.2991992,138.83065822,ok,cont-2:id=1364(N3_som),,[1364]
970,生坂,36.42413314,137.93805405,ok,cont-2:id=1842(N2_sosma),,[1842]
971,カッサ川,36.88294396,138.75945078,ok,cont-4:id=1580(Q2_vis_al),,[1580]
972,高瀬,36.47381309,137.69002647,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
973,みどり湖,36.09201963,137.99421775,ok,cont-4:id=1405(Q31_std),,[1405]
974,黒又川第一,37.32158494,139.09719843,ok,cont-1:id=2041(C13-J22_soh_J2),500,"[2041, 872]"
975,大谷,37.49416523,139.15445454,ok,cont-2:id=2005(N1_vas_ai); cont-3:id=1144(N1_som); cont-5:id=1406(Q32-33_std),500,"[2005, 1144, 1406, 2376]"
976,七倉,36.49011036,137.73725438,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
977,松葉沢,37.18378969,138.71965292,ok,cont-4:id=2415(Q1-21_sb),,[2415]
978,山本調整池,37.29347602,138.80582288,ok,cont-4:id=2415(Q1-21_sb); cont-5:id=1406(Q32-33_std),500,[1406]
979,山本第二調整池,37.28910221,138.8092521,ok,cont-4:id=1405(Q31_std),,[1405]
980,南相木,36.00518277,138.65261076,ok,cont-1:id=1393(J2-31_sosma_J2),,[1393]
981,余地,36.16047181,138.56575881,ok,cont-1:id=829(J1-22_sx_J1),,[829]
982,北山,36.48276199,138.05114904,ok,cont-2:id=2082(N3_vis_al),,[2082]
983,大沼池,36.48897112,138.04857977,ok,cont-2:id=2082(N3_vis_al),,[2082]
984,金原,36.40820587,138.3623695,ok,cont-4:id=1580(Q2_vis_al),,[1580]
985,水内,36.57326053,138.04562409,ok,cont-2:id=1364(N3_som); cont-3:id=2082(N3_vis_al); cont-5:id=1406(Q32-33_std),500,"[1364, 1406, 2082]"
986,水上,36.35057469,138.03971321,ok,cont-2:id=1144(N1_som),,[1144]
987,小坂堤,37.12668591,138.7163603,ok,cont-4:id=1405(Q31_std),,[1405]
988,小仁熊,36.41892693,137.9997435,ok,cont-2:id=2389(N3_soss),,[2389]
989,破間川,37.34333202,139.16362056,ok,cont-1:id=829(J1-22_sx_J1),,[829]
990,裾花,36.66817073,138.12011776,ok,cont-2:id=2082(N3_vis_al),,[2082]
991,奈川渡,36.13266115,137.71839754,ok,cont-1:id=872(J2-31_sx_J2),500,"[872, 1663]"
992,弁天池,36.36355933,138.38331136,ok,cont-4:id=1580(Q2_vis_al); cont-5:id=2396(Q1-H_v_af),500,[2396]
993,沓沢池,36.11465409,137.9030574,ok,cont-1:id=1433(K2-Pg12_msl_lb),,[1433]
994,渋沢,36.76314282,138.62840304,ok,cont-2:id=1949(N1_vis_al),,[1949]
995,塩之入池,36.38250381,138.13863579,ok,cont-2:id=1842(N2_sosma),,[1842]
996,菅平,36.5023049,138.34944484,ok,cont-2:id=1949(N1_vis_al); cont-4:id=1580(Q2_vis_al); cont-5:id=2396(Q1-H_v_af),500,[2396]
997,大池,36.83080367,138.29779127,ok,cont-2:id=1931(N3_sosma); cont-3:id=2389(N3_soss); cont-4:id=1580(Q2_vis_al); cont-5:id=1644(Q33-H_sfd),500,[1644]
998,角間,36.71589776,138.44544414,ok,cont-2:id=1435(N3_pbd_a),,[1435]
999,水殿,36.1542711,137.7476975,ok,cont-1:id=1929(J2-31_soss_J2),500,[1929]
1000,湯川,36.30952689,138.54336868,ok,cont-2:id=2082(N3_vis_al),,[2082]
1001,香坂,36.26511082,138.5485593,ok,cont-2:id=2082(N3_vis_al),,[2082]
1002,刈谷田川,37.43662335,139.05216181,ok,cont-4:id=2080(Q11_vis_al),,[2080]
1003,美鈴湖,36.26360075,138.01709557,ok,cont-2:id=1949(N1_vis_al),,[1949]
1004,湯の瀬,36.66393699,138.13326948,ok,cont-2:id=2389(N3_soss),,[2389]
1005,稲核,36.16839145,137.7713204,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
1006,平,36.47796353,137.95344618,ok,cont-2:id=2389(N3_soss); cont-3:id=1842(N2_sosma),500,"[2389, 1842]"
1007,セバ谷,36.17036577,137.63360832,ok,cont-1:id=1929(J2-31_soss_J2),,[1929]
1008,高野山,36.94388952,138.63722834,ok,cont-4:id=1580(Q2_vis_al),,[1580]
1009,笹平,36.60750639,138.08206308,ok,cont-2:id=1364(N3_som),500,[1364]
1010,内村,36.29280704,138.11081944,ok,cont-2:id=1144(N1_som); cont-3:id=1949(N1_vis_al); cont-5:id=1883(H_sad),500,[1883]
1011,小田切,36.62004994,138.1232578,ok,cont-2:id=2387(N3_vas_al),500,[2387]
1012,和池,36.4084106,138.34883419,ok,cont-4:id=1890(Q12_vis_al); cont-5:id=2396(Q1-H_v_af),500,[2396]
1013,カッサ,36.85891037,138.74095941,ok,cont-2:id=1949(N1_vis_al); cont-4:id=1580(Q2_vis_al); cont-5:id=1404(H_sld),500,[1404]
1014,留山,37.03573875,138.58496658,ok,cont-2:id=1364(N3_som); cont-3:id=2389(N3_soss); cont-4:id=1882(Q1-21_so),500,"[1364, 1882, 2415, 2389]"
1015,笠堀（再）,37.50521511,139.17366632,ok,cont-2:id=2359(N1_vas_al),,[2359]
1016,笠堀（元）,37.50519921,139.17365612,ok,cont-2:id=2359(N1_vas_al),,[2359]
1017,川西,37.19660727,138.73831351,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1018,豊丘,36.62078108,138.37751478,ok,cont-2:id=2006(N2_vas_ai),,[2006]
1019,広神,37.30646668,138.96996432,ok,cont-2:id=2082(N3_vis_al),,[2082]
1020,三国川,37.05450512,139.00018847,ok,cont-1:id=922(P_pbg_a); cont-5:id=1883(H_sad),500,"[922, 1883, 1663]"
1021,二居,36.84363844,138.7660896,ok,cont-2:id=1435(N3_pbd_a); cont-3:id=1597(N3_pam_a),500,"[1435, 1597, 2170, 1062]"
1022,浅川,36.69056876,138.19102034,ok,cont-2:id=2387(N3_vas_al),,[2387]
1023,城原,36.97200851,138.61245389,ok,cont-4:id=1645(Q22_std),,[1645]
1024,北の沢溜池,37.22694364,138.74945258,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1025,館の内池,37.74520417,139.13987409,ok,cont-2:id=1364(N3_som),,[1364]
1026,奈良井,35.93495899,137.80896787,ok,cont-1:id=1433(K2-Pg12_msl_lb),,[1433]
1027,上組溜池,36.80639544,138.34517855,ok,cont-4:id=1890(Q12_vis_al),,[1890]
1028,大沢池,36.40145665,138.14107127,ok,cont-2:id=1842(N2_sosma),,[1842]
1029,黒又,37.33983843,139.08100684,ok,cont-1:id=2041(C13-J22_soh_J2); cont-5:id=1406(Q32-33_std),500,"[2041, 872, 1406]"
1030,頭無堤,37.29866822,138.83400602,ok,cont-4:id=1405(Q31_std),,[1405]
1031,大谷内,36.9680495,138.69275258,ok,cont-4:id=2416(Q1-21_sn); cont-5:id=1644(Q33-H_sfd),500,"[1644, 2416]"
1032,黒又川第二,37.27928765,139.12494623,ok,cont-1:id=872(J2-31_sx_J2),500,"[872, 2041]"
1033,下条川,37.63930391,139.06401044,ok,cont-2:id=2389(N3_soss),,[2389]
1034,門前溜池,37.73051252,139.12862411,ok,cont-2:id=1364(N3_som),,[1364]
1035,坪山,37.17264857,138.72347419,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1036,長福寺,37.16634264,138.71756969,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1037,城川,37.10697138,138.56197816,ok,cont-4:id=1882(Q1-21_so),,[1882]
1038,貝の沢池,37.28376729,138.84636084,ok,cont-2:id=1931(N3_sosma); cont-5:id=1406(Q32-33_std),500,[1406]
1039,大芳賀,37.36401275,139.10312481,ok,cont-4:id=1403(Q22-H_sdd),,[1403]
1040,宮中取水,37.06664963,138.69799815,ok,cont-4:id=2416(Q1-21_sn); cont-5:id=1406(Q32-33_std),500,"[1406, 1883, 2416]"
1041,穴藤,36.94436609,138.6601011,ok,cont-2:id=2082(N3_vis_al),,[2082]
1042,浅河原調整池,37.13667769,138.72656189,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1043,藪神,37.30276317,139.00501242,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1044,太田,37.33041838,138.76509483,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1045,野反,36.71872175,138.6414497,ok,cont-2:id=2368(N3_vas_ap),500,[2368]
1046,中崎池,37.51743239,138.98967675,ok,cont-2:id=1364(N3_som); cont-4:id=1882(Q1-21_so); cont-5:id=1883(H_sad),500,[1883]
1047,加茂市水道貯水池1号,37.58004342,139.14271272,ok,cont-2:id=2359(N1_vas_al),,[2359]
1048,加茂市水道貯水池2号,37.57651163,139.15738036,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
1049,後谷,37.48983643,138.68033489,ok,cont-2:id=1364(N3_som),,[1364]
1050,栃ヶ原,37.18190907,138.63573981,ok,cont-2:id=2389(N3_soss),,[2389]
1051,鯖石川,37.17691138,138.6094792,ok,cont-4:id=2415(Q1-21_sb); cont-5:id=1406(Q32-33_std),500,"[2415, 1882, 1406]"
1052,市野新田,37.24430131,138.53404496,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1053,鵜川,37.24759076,138.56938106,ok,cont-4:id=1890(Q12_vis_al),,[1890]
1054,谷根,37.31074165,138.50399226,ok,cont-2:id=2082(N3_vis_al),,[2082]
1055,赤岩,37.29733758,138.51208548,ok,cont-2:id=2082(N3_vis_al),500,[2082]
1056,柿崎川,37.24231643,138.47652341,ok,cont-2:id=1842(N2_sosma),,[1842]
1057,水頭,37.02835919,137.91192786,ok,cont-2:id=1931(N3_sosma); cont-5:id=1421(H_vis_al),500,[1421]
1058,川内（元）,37.33616552,138.52484101,ok,cont-2:id=2082(N3_vis_al),,[2082]
1059,川内（再）,37.3361749,138.52472269,ok,cont-2:id=2082(N3_vis_al),,[2082]
1060,坊ヶ池,37.03596904,138.36474288,ok,cont-2:id=1931(N3_sosma),,[1931]
1061,多能,37.10613126,138.37763624,ok,cont-2:id=1842(N2_sosma),,[1842]
1062,忍沢池,37.08156838,138.36907344,ok,cont-2:id=1842(N2_sosma),,[1842]
1063,正善寺,37.14550978,138.18262442,ok,cont-2:id=1931(N3_sosma),,[1931]
1064,裏山池,36.96388573,138.33159253,ok,cont-2:id=1364(N3_som),,[1364]
1065,笹ヶ峰,36.85807102,138.07573988,ok,cont-2:id=1364(N3_som),,[1364]
1066,新溜,37.09641333,138.35690743,ok,cont-2:id=1842(N2_sosma),,[1842]
1067,大池,37.0924152,138.37803494,ok,cont-2:id=1364(N3_som),,[1364]
1068,愛宕谷池,37.14738088,138.21925311,ok,cont-4:id=1405(Q31_std),,[1405]
1069,中棹堤,36.86928102,138.2763356,ok,cont-4:id=1580(Q2_vis_al),,[1580]
1070,風の山旧溜池,36.92359727,138.30635372,ok,cont-2:id=1364(N3_som),,[1364]
1071,儀明川,37.09491962,138.22844378,ok,cont-2:id=1931(N3_sosma); cont-4:id=1405(Q31_std); cont-5:id=1644(Q33-H_sfd),500,[1644]
1072,後谷,37.0852753,138.19173793,ok,cont-2:id=1842(N2_sosma),,[1842]
1073,飛山,36.98059726,138.07342141,ok,cont-2:id=1842(N2_sosma),,[1842]
1074,砥石池,38.04092143,138.46630204,ok,cont-4:id=1645(Q22_std),,[1645]
1075,久知川,38.02869137,138.48477924,ok,cont-2:id=2359(N1_vas_al),,[2359]
1076,外山,37.91494463,138.40234813,ok,cont-2:id=2083(N1_sns),,[2083]
1077,羽茂,37.88902449,138.37819389,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1078,金山溜池,37.92201589,138.34586498,ok,cont-2:id=2359(N1_vas_al),,[2359]
1079,小立溜池,37.92651014,138.31292388,ok,cont-2:id=2083(N1_sns),,[2083]
1080,小布勢溜池,37.92292335,138.33332763,ok,cont-2:id=2359(N1_vas_al),,[2359]
1081,吉井開田溜池,38.06782423,138.38302261,ok,cont-4:id=1882(Q1-21_so),,[1882]
1082,大野川,37.98600815,138.44109578,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1083,新保川（再）,38.06213756,138.35836965,ok,cont-2:id=2359(N1_vas_al),,[2359]
1084,新保川（元）,38.06213756,138.3583859,ok,cont-2:id=2359(N1_vas_al),,[2359]
1085,小倉,37.95193606,138.44236612,ok,cont-1:id=2347(Pg4_vas_al),,[2347]
1086,新穂第2,37.99541725,138.45732455,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1087,新穂,38.00734499,138.44952095,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1088,藤津川,38.05654807,138.34151407,ok,cont-2:id=2359(N1_vas_al),,[2359]
1089,苦竹沢,37.99254322,138.42507791,ok,cont-2:id=2359(N1_vas_al),,[2359]
1090,尾嵩河内溜池,38.04076514,138.3303749,ok,cont-2:id=2083(N1_sns),,[2083]
1091,坪山,37.95371781,138.4667328,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1092,小倉川,37.97192144,138.41181974,ok,cont-1:id=1902(Pg4_vis_al),,[1902]
1093,竹田川,37.95631572,138.38993658,ok,cont-1:id=1902(Pg4_vis_al); cont-2:id=2359(N1_vas_al),500,"[1902, 2359, 2347]"
