row,dam,lat,lng,status,detail,search_radius,raw_ids
1301,高束池,34.44337012,136.36682742,ok,cont-4:id=1405(Q31_std),,[1405]
1302,虻野池,34.44444444,136.3608056,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1303,喜世谷池,34.39278852,136.39451391,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1406(Q32-33_std),500,"[419, 1406]"
1304,平成的池,34.45227514,136.59853676,ok,cont-1:id=419(K122-Pg12_mscpe_hc),500,"[419, 175]"
1305,管河内池,34.43941192,136.46192852,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1306,斎宮調整池,34.51091343,136.60774907,ok,cont-1:id=1983(K21_pin_a),,[1983]
1307,毛作池,34.35366436,136.41657935,ok,cont-1:id=2116(P12-J31_soh_J3),,[2116]
1308,的池,34.44749136,136.60512317,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1406(Q32-33_std),500,[1406]
1309,不動谷,34.22384935,136.14474891,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1310,三瀬谷,34.38898904,136.40131706,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1406(Q32-33_std),500,"[1406, 419]"
1311,牧戸大池,34.44995083,136.60454392,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1406(Q32-33_std),500,"[419, 1406, 175]"
1312,中沖池,34.3825725,136.37859479,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1406(Q32-33_std),500,[1406]
1313,小桂池,34.41421365,136.49536145,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1314,持越池,34.38414978,136.36399759,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1315,奥池,34.43918977,136.58233868,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1316,西河内池,34.42508716,136.55881211,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1317,宮川,34.28660908,136.19628959,ok,cont-1:id=47(C13-Tr32_vbs_o_J2),,[47]
1318,井谷池,34.44192813,136.56674702,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1319,鳥羽河内,34.45019495,136.84221075,ok,cont-1:id=829(J1-22_sx_J1); cont-5:id=1883(H_sad),500,[1883]
1320,河内,34.43889909,136.81418159,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1321,松尾,34.42344993,136.84646858,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1322,神路,34.39891758,136.78240739,ok,cont-1:id=872(J2-31_sx_J2); cont-5:id=1883(H_sad),500,[1883]
1323,六呂瀬池,34.36325,136.7649167,ok,cont-1:id=944(K12-212_sx_K1); cont-5:id=1883(H_sad),500,"[944, 1883, 2041, 1393]"
1324,クチスボ,34.09187447,136.16232396,ok,cont-1:id=1992(K212-22_soss_K2); cont-2:id=1612(N21_pam_a),500,"[1992, 1612]"
1325,二津野,33.90944415,135.78271639,ok,cont-1:id=1370(K212-22_somas_K2),,[1370]
1326,七色,33.96023711,136.00238519,ok,cont-1:id=941(K212-22_somam_K2),500,[941]
1327,坂本,34.09099951,136.05066733,ok,cont-1:id=1992(K212-22_soss_K2),500,"[1992, 941]"
1328,九尾,34.21307005,135.83490412,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1329,川迫,34.21927805,135.89905485,ok,cont-2:id=1612(N21_pam_a),,[1612]
1330,池原,34.04691117,135.97091344,ok,cont-1:id=941(K212-22_somam_K2),,[941]
1331,池津川取水,34.14932755,135.69863993,ok,cont-1:id=1370(K212-22_somas_K2),,[1370]
1332,瀬戸,34.12824166,135.82516305,ok,cont-1:id=854(K212-22_som_K2),,[854]
1333,旭,34.12126934,135.81172619,ok,cont-1:id=983(K212-22_sx_K2),500,[983]
1334,風屋,34.04457368,135.78793437,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1335,奥里,34.05647763,135.80613407,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1336,猿谷,34.17936787,135.74132815,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1337,小森,33.9347562,135.92769183,ok,cont-1:id=941(K212-22_somam_K2),500,[941]
1338,小匠,33.59384549,135.83439324,ok,cont-2:id=1144(N1_som),,[1144]
1339,七川,33.59191106,135.68780298,ok,cont-1:id=1309(Pg4_sod),,[1309]
1340,殿山,33.68403243,135.56340006,ok,cont-1:id=975(Pg2_som),,[975]
1341,島ノ瀬,33.84386087,135.3739233,ok,cont-1:id=1006(Pg14-3_somam_Pg2),,[1006]
1342,切目川,33.88296709,135.32079339,ok,cont-1:id=941(K212-22_somam_K2),,[941]
1343,椿山,33.95867543,135.39101323,ok,cont-1:id=941(K212-22_somam_K2),,[941]
1344,尾曾谷,33.95794444,135.3000833,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1345,新池,33.94609294,135.19221229,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1346,広川,33.97363627,135.23281805,ok,cont-1:id=1156(K21_sosma),,[1156]
1347,大正池,33.99266399,135.20965112,ok,cont-1:id=1156(K21_sosma),,[1156]
1348,二川,34.08048782,135.35886821,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1349,柳谷池,34.13381248,135.17599231,ok,cont-1:id=23(K122-Pg12_mrbs_hc),,[23]
1350,皿池,34.31750056,135.55368201,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1351,山田,34.19345242,135.33396653,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1352,大池,34.30829441,135.5230817,ok,cont-4:id=1405(Q31_std); cont-5:id=1406(Q32-33_std),500,[1406]
1353,土居池,34.29828287,135.59022917,ok,cont-4:id=1405(Q31_std),,[1405]
1354,津風呂,34.39954674,135.89093416,ok,cont-1:id=52(J33-K212_vbs_o_K2),,[52]
1355,名草池,34.27353065,135.23959341,ok,cont-1:id=1910(K22_soss),,[1910]
1356,新池,34.32404341,135.5718215,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1357,愛宕池,34.26988889,135.45275,ok,cont-1:id=204(K122-Pg12_mscma_hab),,[204]
1358,紀の川大堰,34.25583333,135.1969444,ok,cont-5:id=1883(H_sad),500,[1883]
1359,中左近池,34.28037193,135.30097211,ok,cont-1:id=1910(K22_soss); cont-5:id=1406(Q32-33_std),500,[1406]
1360,平谷池,34.30050569,135.59283523,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=1883(H_sad),500,"[419, 1883, 1406]"
1361,春日池,34.28559446,135.34389514,ok,cont-4:id=1405(Q31_std),,[1405]
1362,大滝,34.3534079,135.93512488,ok,cont-1:id=905(J24-K11_sx_J3),,[905]
1363,大迫,34.27393776,136.01251942,ok,cont-1:id=905(J24-K11_sx_J3),500,"[905, 1971, 36, 49]"
1364,海神池,34.28815663,135.36260124,ok,cont-1:id=1910(K22_soss); cont-4:id=1405(Q31_std); cont-5:id=1406(Q32-33_std),500,[1406]
1365,倉谷池,34.28842443,135.58284776,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
1366,住持池,34.28243416,135.30297688,ok,cont-1:id=1910(K22_soss),,[1910]
1367,新池,34.28325,135.3274444,ok,cont-1:id=1910(K22_soss),,[1910]
1368,一の木,34.32851764,135.72477496,ok,cont-1:id=983(K212-22_sx_K2),,[983]
1369,桜池,34.29080805,135.385477,ok,cont-1:id=1626(K22_soc),,[1626]
1370,西紀,35.143116,135.22645293,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1371,岸谷,35.44271399,135.43658332,ok,cont-1:id=922(P_pbg_a); cont-5:id=1883(H_sad),500,[1883]
1372,長谷大池,35.13576555,135.12400879,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
1373,大池,35.2765651,135.09443874,ok,cont-1:id=545(P2-3_som_P2),,[545]
1374,和知,35.25219267,135.41666373,ok,cont-4:id=1405(Q31_std),,[1405]
1375,火の口谷池,35.28000487,135.35545256,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1376,大野,35.26226801,135.4607222,ok,cont-1:id=872(J2-31_sx_J2),500,"[872, 2041]"
1377,畑川,35.20952264,135.43531373,ok,cont-4:id=1645(Q22_std),,[1645]
1378,畑川脇,35.20754996,135.43885418,ok,cont-4:id=1645(Q22_std),,[1645]
1379,大杉,35.24372397,135.1015919,ok,cont-1:id=829(J1-22_sx_J1); cont-5:id=1883(H_sad),500,[1883]
1380,由良川,35.2766413,135.3334324,ok,cont-1:id=829(J1-22_sx_J1); cont-4:id=1405(Q31_std),500,"[829, 1405, 1909, 46]"
1381,三条橋池,35.18382477,135.40433089,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1382,豊昌池,35.26109855,135.37613986,ok,cont-1:id=622(J2-31_som_J2),,[622]
1383,新北谷池,35.22647131,135.42602793,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1384,九鬼ヶ谷池,35.27537258,135.57659856,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1385,三宝,35.15693016,135.19319837,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1386,豊富用水池,35.2539133,135.06868744,ok,cont-1:id=1861(P2-3_soss_P2),,[1861]
1387,升谷大谷池,35.23984221,135.43928547,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1388,大野池,35.57865898,135.07743763,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1389,与布土,35.27500215,134.88880199,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1390,大町大池,35.35141378,134.91645114,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1391,大路,35.29037328,134.81786264,ok,cont-1:id=1655(K22_pam_a),,[1655]
1392,観音寺池,35.4550543,134.82106566,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1393,但東,35.48689823,135.0046375,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1394,多々良木,35.23742776,134.83161942,ok,cont-1:id=2331(K22_vas_ap),500,[2331]
1395,入江,35.48399777,134.5760556,ok,cont-2:id=2359(N1_vas_al),,[2359]
1396,逢帰,34.28327404,135.17369874,ok,cont-1:id=1910(K22_soss),500,"[1910, 1213]"
1397,境谷,34.31720328,135.23120081,ok,cont-1:id=1213(K22_sosma),,[1213]
1398,大谷池（再）,34.3365783,135.2559115,ok,cont-1:id=1213(K22_sosma),,[1213]
1399,裏芝池,34.32940104,135.2607235,ok,cont-1:id=1213(K22_sosma),500,"[1213, 1910]"
1400,堀河,34.32327778,135.3098333,ok,cont-1:id=1213(K22_sosma),,[1213]
1401,鳥取池,34.31156028,135.22721951,ok,cont-1:id=1910(K22_soss),,[1910]
1402,沢池,34.30619608,135.19535704,ok,cont-1:id=1910(K22_soss),,[1910]
1403,新滝の池,34.36359978,135.32937137,ok,cont-1:id=2036(K22_pim_a),,[2036]
1404,滝ノ池,34.35422222,135.3295833,ok,cont-1:id=920(K22_som),,[920]
1405,大池,34.3789414,135.35076947,ok,cont-1:id=1983(K21_pin_a),,[1983]
1406,稲倉池,34.35859468,135.35339579,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1407,永楽,34.37236111,135.3749722,ok,cont-1:id=1655(K22_pam_a),,[1655]
1408,大野池,34.50415962,135.45577602,ok,cont-4:id=1645(Q22_std),500,"[1645, 2415]"
1409,光明池本堤（元）,34.46564764,135.47709623,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1410,光明池本堤（再）,34.46565286,135.4771006,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1411,光明池副堤（元）,34.46109797,135.47615785,ok,cont-4:id=1645(Q22_std),,[1645]
1412,光明池副堤（再）,34.4611062,135.47613207,ok,cont-4:id=1645(Q22_std),,[1645]
1413,大正池,34.45592106,135.52813447,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1414,南今池,34.50980952,135.64493544,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1415,瓦堂池,34.51177646,135.69576169,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1416,倉橋溜池（元）,34.49988256,135.87135923,ok,cont-1:id=1983(K21_pin_a); cont-5:id=1883(H_sad),500,[1883]
1417,倉橋防災（再）,34.49988256,135.87135923,ok,cont-1:id=1983(K21_pin_a); cont-5:id=1883(H_sad),500,[1883]
1418,白川溜池（元）,34.62186038,135.84852668,ok,cont-2:id=2393(N1_sbs); cont-4:id=2416(Q1-21_sn),500,"[2416, 2393]"
1419,白川（再）,34.62186043,135.84852663,ok,cont-2:id=2393(N1_sbs); cont-4:id=2416(Q1-21_sn),500,"[2416, 2393]"
1420,滝畑,34.39662081,135.52925301,ok,cont-1:id=2036(K22_pim_a),,[2036]
1421,岩井川,34.66038312,135.86903151,ok,cont-1:id=1576(K2-Pg12_mgmpe_lks),,[1576]
1422,寺ヶ池,34.46548722,135.55940251,ok,cont-4:id=2415(Q1-21_sb); cont-5:id=1883(H_sad),500,[1883]
1423,高山溜池,34.76315098,135.71802153,ok,cont-1:id=1655(K22_pam_a); cont-4:id=2415(Q1-21_sb); cont-5:id=1883(H_sad),500,[1883]
1424,大門池,34.6058825,135.67135794,ok,cont-1:id=1983(K21_pin_a),,[1983]
1425,大門,34.60540061,135.67197998,ok,cont-1:id=1983(K21_pin_a),,[1983]
1426,天理,34.58854006,135.87651105,ok,cont-1:id=1676(K22_pan_a),500,"[1676, 978]"
1427,初瀬,34.54422222,135.9082222,ok,cont-1:id=1676(K22_pan_a),,[1676]
1428,狭山池（元）,34.50648584,135.55094084,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,"[1883, 1405, 1406, 2059]"
1429,狭山池（再）,34.50648584,135.55094084,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,"[1883, 1405, 1406, 2059]"
1430,山田新池,34.50954052,135.64739052,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1431,文化池,34.50931353,135.64861383,ok,cont-4:id=2415(Q1-21_sb),,[2415]
1432,永源寺,35.07615085,136.33529739,ok,cont-1:id=1663(Pg1_pam_a),500,"[1663, 1402, 2331]"
1433,宮奥,34.45592519,135.90950794,ok,cont-1:id=1655(K22_pam_a),,[1655]
1434,豊浦山池,34.67034987,135.66531378,ok,cont-1:id=1079(K21_pbg_a),,[1079]
1435,犬上川,35.17104699,136.33913465,ok,cont-1:id=2041(C13-J22_soh_J2),,[2041]
1436,姉川,35.48502161,136.34991639,ok,cont-1:id=1393(J2-31_sosma_J2),,[1393]
1437,昭和池,34.96189914,135.52596794,ok,cont-1:id=1909(J1-22_soss_J1),,[1909]
1438,布目,34.70041667,135.97815433,ok,cont-1:id=2036(K22_pim_a),,[2036]
1439,西米の川,34.83847114,136.12173107,ok,cont-1:id=2036(K22_pim_a),,[2036]
1440,本郷溜池,34.47335868,135.92109571,ok,cont-1:id=978(K12_pbd_a); cont-5:id=1883(H_sad),500,"[978, 1883]"
1441,今郷池,34.96363003,136.21298598,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1442,大原（元）,34.90218424,136.28121796,ok,cont-1:id=1655(K22_pam_a),,[1655]
1443,大原（再）,34.90232741,136.28129842,ok,cont-1:id=1655(K22_pam_a),,[1655]
1444,恩智総池,34.60640624,135.6395473,ok,cont-1:id=1983(K21_pin_a); cont-5:id=1406(Q32-33_std),500,[1406]
1445,芹川,35.237366,136.29974394,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1446,新太郎池,34.65772889,136.1569818,ok,cont-1:id=1655(K22_pam_a),,[1655]
1447,頓宮池,34.95445816,136.26609507,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1448,水上池,34.80498549,136.23264382,ok,cont-2:id=2361(N3_sns),,[2361]
1449,大平池,34.81054459,136.26921246,ok,cont-2:id=2380(N1_soss),,[2380]
1450,鎌掛池,34.97273838,136.27121104,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1451,日渓溜,34.99908501,136.28760621,ok,cont-1:id=872(J2-31_sx_J2); cont-4:id=2416(Q1-21_sn); cont-5:id=1406(Q32-33_std),500,"[1406, 2416, 872]"
1452,岩崎池,34.70206444,136.11894571,ok,cont-1:id=2036(K22_pim_a),,[2036]
1453,池の谷下池,34.65122883,136.1318836,ok,cont-2:id=2361(N3_sns); cont-4:id=1645(Q22_std); cont-5:id=1883(H_sad),500,[1883]
1454,馬場池,34.65558163,136.15567133,ok,cont-1:id=1655(K22_pam_a),,[1655]
1455,野洲川（元）,34.9768965,136.35106299,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1456,野洲川（再）,34.9768965,136.35106299,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1457,一庫,34.90518652,135.41163011,ok,cont-1:id=621(P2-3_sx_P2),,[621]
1458,笠松池,34.57968283,136.15794341,ok,cont-1:id=1983(K21_pin_a); cont-2:id=2362(N2_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1459,唐川池,34.69310216,136.09369407,ok,cont-1:id=2036(K22_pim_a),,[2036]
1460,淡海池,35.45013986,135.97983496,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1461,日野川,35.00522222,136.25925,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1462,日野川脇,35.00772581,136.26144109,ok,cont-4:id=2416(Q1-21_sn); cont-5:id=1406(Q32-33_std),500,[1406]
1463,青土,34.95636111,136.3040278,ok,cont-1:id=872(J2-31_sx_J2); cont-5:id=1406(Q32-33_std),500,[1406]
1464,立石池,34.6856163,136.12985639,ok,cont-1:id=1655(K22_pam_a),,[1655]
1465,世木,35.13345062,135.55563294,ok,cont-1:id=1909(J1-22_soss_J1),,[1909]
1466,新池,34.74677087,136.14351017,ok,cont-2:id=2361(N3_sns),,[2361]
1467,琵琶湖開発,34.98119121,135.90620714,ok,cont-4:id=1645(Q22_std); cont-5:id=1883(H_sad),500,"[1883, 1645]"
1468,安威川,34.8710823,135.56036432,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
1469,箕面川,34.86029887,135.47728379,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1470,三蔵池,34.81129851,136.23341369,ok,cont-2:id=2361(N3_sns),,[2361]
1471,寺谷池,34.76954397,136.23692976,ok,cont-2:id=2361(N3_sns),,[2361]
1472,日吉,35.14756983,135.5167649,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
1473,喜撰山,34.89522222,135.8536389,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1474,石田川,35.44539949,135.95531929,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1475,奥山,35.37808333,135.9566389,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1476,須川,34.72487421,135.91367934,ok,cont-1:id=1576(K2-Pg12_mgmpe_lks),,[1576]
1477,からほこ池,34.57960059,136.1581201,ok,cont-1:id=1983(K21_pin_a); cont-2:id=2362(N2_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1478,青蓮寺,34.60430405,136.11976052,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
1479,真泥,34.76333333,136.195,ok,cont-2:id=2361(N3_sns),,[2361]
1480,大戸川,34.95152992,135.97229608,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1883(H_sad),500,[1883]
1481,西ヶ谷池（元）,35.08832523,135.60212095,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1482,西ヶ谷（再）,35.08832523,135.60212095,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1483,寒谷池,34.73796486,135.68471155,ok,cont-1:id=1655(K22_pam_a),,[1655]
1484,滝川,34.71725361,136.21472163,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
1485,室池新池,34.72325,135.6708333,ok,cont-1:id=2036(K22_pim_a),,[2036]
1486,大正池（元）,34.81130299,135.85421669,ok,cont-1:id=1425(K2-Pg12_mscpe_lb),,[1425]
1487,大正池（再）,34.81133543,135.85428782,ok,cont-1:id=1425(K2-Pg12_mscpe_lb),,[1425]
1488,比奈知,34.61402778,136.15496571,ok,cont-1:id=1655(K22_pam_a),,[1655]
1489,室生,34.55525803,136.00709124,ok,cont-1:id=1983(K21_pin_a); cont-2:id=2362(N2_vas_ap),500,"[2362, 1983]"
1490,上津,34.67175422,136.02780641,ok,cont-1:id=1983(K21_pin_a),,[1983]
1491,川上,34.65582362,136.18601939,ok,cont-1:id=1655(K22_pam_a),,[1655]
1492,富栄池,35.09394444,135.5592222,ok,cont-1:id=872(J2-31_sx_J2); cont-5:id=1406(Q32-33_std),500,[1406]
1493,川合谷池,34.94308883,136.12792949,ok,cont-1:id=2036(K22_pim_a),,[2036]
1494,蔵王,34.9955648,136.30301286,ok,cont-1:id=872(J2-31_sx_J2); cont-4:id=2416(Q1-21_sn); cont-5:id=1406(Q32-33_std),500,[1406]
1495,廻り池,35.092239,135.60590875,ok,cont-4:id=1647(Q22_sn),,[1647]
1496,丹生,35.6161195,136.22331897,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
1497,天ヶ瀬（再）,34.88098358,135.82801471,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
1498,天ヶ瀬（元）,34.88098358,135.82801471,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
1499,広芝池,34.50704529,135.96144445,ok,cont-1:id=978(K12_pbd_a),,[978]
1500,南沢池,34.70728196,136.24088242,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
1501,湯船池,34.67716446,136.11388304,ok,cont-1:id=1993(K21_pim_a),,[1993]
1502,田代池,34.80219599,136.26289976,ok,cont-2:id=2380(N1_soss),,[2380]
1503,宇曽川,35.15416667,136.2908333,ok,cont-1:id=1996(K22_vas_ai),,[1996]
1504,北大谷,34.72728147,135.6814264,ok,cont-1:id=1655(K22_pam_a),,[1655]
1505,高山,34.75302862,136.01121346,ok,cont-1:id=2036(K22_pim_a); cont-2:id=1878(N3_snc),500,"[2036, 1878]"
1506,大熊池,34.95537583,136.29373625,ok,cont-2:id=2025(N1_sbc),,[2025]
1507,滝谷池,34.88164987,136.11818027,ok,cont-1:id=2036(K22_pim_a),,[2036]
1508,竹谷池,34.83549629,136.26056504,ok,cont-1:id=872(J2-31_sx_J2),,[872]
1509,下大沢池,34.84108269,136.19823239,ok,cont-2:id=2361(N3_sns),,[2361]
1510,大正池,34.85666948,136.13361125,ok,cont-1:id=2036(K22_pim_a),,[2036]
1511,深谷,34.7852962,135.33088125,ok,cont-1:id=1655(K22_pam_a); cont-4:id=2415(Q1-21_sb),500,"[1655, 2415]"
1512,千苅,34.87639592,135.27,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1513,川下川,34.86510214,135.29197718,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1514,山田,34.89621472,135.25115732,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1515,青野,34.93366285,135.20759395,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1516,桜池,34.80119285,135.2057337,ok,cont-1:id=1869(Pg2_snc),,[1869]
1517,丸山,34.82655053,135.25612527,ok,cont-1:id=1869(Pg2_snc),500,"[1869, 2331]"
1518,北山第1,34.77200162,135.32226198,ok,cont-1:id=1655(K22_pam_a),,[1655]
1519,北山第4,34.77429389,135.3227733,ok,cont-1:id=1655(K22_pam_a),,[1655]
1520,布引五本松（元）,34.7110394,135.19000682,ok,cont-1:id=2036(K22_pim_a),,[2036]
1521,布引五本松（再）,34.7110394,135.19000682,ok,cont-1:id=2036(K22_pim_a),,[2036]
1522,石井,34.70426412,135.14759504,ok,cont-1:id=2036(K22_pim_a),,[2036]
1523,天王,34.71714239,135.15955209,ok,cont-1:id=1655(K22_pam_a),,[1655]
1524,立ヶ畑,34.69161078,135.15874064,ok,cont-1:id=2036(K22_pim_a),,[2036]
1525,南谷口,34.69612695,135.01710142,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1526,室谷,34.70333333,135.04363618,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1527,小池,34.69108977,135.02406951,ok,cont-4:id=1405(Q31_std),,[1405]
1528,大戸口,34.69771931,135.03436074,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1529,永井谷,34.69586279,135.03029921,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1530,権現第1,34.81842535,134.87525822,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,"[2331, 1883]"
1531,平荘第2,34.79533601,134.85650153,ok,cont-4:id=1645(Q22_std),,[1645]
1532,平荘第3,34.79456908,134.84244655,ok,cont-4:id=1645(Q22_std),,[1645]
1533,佐仲,35.11859034,135.16188417,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1534,徳畑,35.04724623,134.90522326,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1535,藤岡,35.11020741,135.22234234,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1536,呑吐,34.77349158,135.07169273,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1537,大川瀬,34.94598006,135.11691816,ok,cont-1:id=1869(Pg2_snc),,[1869]
1538,記念池,35.01917201,135.02347808,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1539,平荘第1,34.79084224,134.85496706,ok,cont-1:id=2331(K22_vas_ap); cont-4:id=1645(Q22_std); cont-5:id=1883(H_sad),500,"[1883, 2331, 1645]"
1540,糀屋,35.02896621,134.91330617,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1541,昭和池,34.9383865,135.01625648,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1542,鍔市,35.10875221,135.27179322,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1543,みくまり,35.10434968,135.34866076,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1544,鴨川,34.93002911,135.07238601,ok,cont-1:id=2313(K22_vas_al); cont-5:id=1406(Q32-33_std),500,"[2313, 2331, 1869, 1406, 1991]"
1545,茂利,35.04025485,134.91233753,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1546,安政池,34.89706949,135.00803219,ok,cont-1:id=1991(Pg2_sns),,[1991]
1547,萩原北大池,34.8190916,135.11295617,ok,cont-1:id=1991(Pg2_sns),,[1991]
1548,船木池,34.87635607,134.98999079,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1549,山田池,34.76673865,135.07858123,ok,cont-1:id=2331(K22_vas_ap),500,[2331]
1550,大芸3号池,34.78704783,135.04084371,ok,cont-4:id=2416(Q1-21_sn),,[2416]
1551,土林池,34.78742499,135.04421067,ok,cont-4:id=1405(Q31_std),,[1405]
1552,八幡谷,35.06534521,135.35689555,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1553,光竜寺上池,35.0100035,134.90811458,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1554,権現第3,34.82697549,134.87917309,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1555,加古川大堰,34.79516667,134.891,ok,cont-1:id=2331(K22_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1556,黒石,35.04669211,135.10777372,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1557,西谷大池,34.82009701,135.01220775,ok,cont-1:id=2027(Pg3_sns); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
1558,天川第2,34.2875793,134.92690037,ok,cont-1:id=1910(K22_soss),,[1910]
1559,生野,35.18454094,134.82173168,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1560,太田第一,35.12369934,134.69829727,ok,cont-1:id=1611(K22_vis_ap),,[1611]
1561,太田第二,35.12303267,134.70152638,ok,cont-1:id=1611(K22_vis_ap),,[1611]
1562,太田第三,35.1292292,134.70451741,ok,cont-1:id=1611(K22_vis_ap),,[1611]
1563,太田第四,35.13214794,134.70299794,ok,cont-1:id=1611(K22_vis_ap),,[1611]
1564,太田第五,35.12429515,134.6965556,ok,cont-1:id=1611(K22_vis_ap),,[1611]
